Industry,Category,Description,Specification,Price,State,Location,Website,Telephone,Contact Person,Email
Design,Order,"Working on a new web app, looking for a talanted and aprochable designer to take part.","UI/UX, Web",960,NY,(Ditmas park),www.ldc-design-example.com,(616) 225-2481,RAFAEL,RAFAEL@gmail.com
Design,Order,"Working on a new web app, looking for a talanted and aprochable designer to take part.","UI/UX, Web",2100,NY,(Stamford),www.ldc-design-example.com,(616) 225-2482,LESLIE,LESLIE@gmail.com
Design,Order,"Working on a new web app, looking for a talanted and aprochable designer to take part.","UI/UX, Web",2800,NY,(Stamford),www.ldc-design-example.com,(616) 225-2483,EDGAR,EDGAR@gmail.com
Design,Order,"Working on a new web app, looking for a talanted and aprochable designer to take part.","UI/UX, Web",1500,NY,(Bridgeport),www.ldc-design-example.com,(616) 225-2484,MILTON,MILTON@gmail.com
Design,Order,"Working on a new web app, looking for a talanted and aprochable designer to take part.","UI/UX, Web",2100,NY,(westbury),www.ldc-design-example.com,(616) 225-2485,RAUL,RAUL@gmail.com
Design,Order,"Working on a new web app, looking for a talanted and aprochable designer to take part.","UI/UX, Web",675,NY,"(Brookfield, Ct)",www.ldc-design-example.com,(512) 200-1000,BEN,BEN@gmail.com
Design,Order,"Working on a new web app, looking for a talanted and aprochable designer to take part.","UI/UX, Web",600,NY,,www.ldc-design-example.com,(512) 200-1025,CHESTER,CHESTER@gmail.com
Design,Order,"Working on a new web app, looking for a talanted and aprochable designer to take part.","UI/UX, Web",650,NY,(EAST Elmhurst),www.ldc-design-example.com,(512) 200-1071,CECIL,CECIL@gmail.com
Design,Order,"Working on a new web app, looking for a talanted and aprochable designer to take part.","UI/UX, Web",700,NY,(EAST Elmhurst),www.ldc-design-example.com,(512) 200-2832,DUANE,DUANE@gmail.com
Design,Order,"Working on a new web app, looking for a talanted and aprochable designer to take part.","UI/UX, Web",600,NY,(Suffolk),www.ldc-design-example.com,(512) 200-2844,FRANKLIN,FRANKLIN@gmail.com
Design,Order,"Working on a new web app, looking for a talanted and aprochable designer to take part.","UI/UX, Web",1600,NY,(North End),www.ldc-design-example.com,(512) 200-2850,ANDRE,ANDRE@gmail.com
Design,Order,"Working on a new web app, looking for a talanted and aprochable designer to take part.","UI/UX, Web",2200,NY,(sheepshedbay),www.ldc-design-example.com,(512) 200-2851,ELMER,ELMER@gmail.com
Design,Order,"Working on a new web app, looking for a talanted and aprochable designer to take part.","UI/UX, Web",725,NY,(East Setauket),www.ldc-design-example.com,(512) 200-2876,BRAD,BRAD@gmail.com
Design,Order,"Working on a new web app, looking for a talanted and aprochable designer to take part.","UI/UX, Web",2000,NY,(Downtown),www.ldc-design-example.com,(512) 200-2882,GABRIEL,GABRIEL@gmail.com
Design,Order,"Working on a new web app, looking for a talanted and aprochable designer to take part.","UI/UX, Web",3000,NY,(Brookfield Center),www.ldc-design-example.com,(616) 225-2486,RON,RON@gmail.com
Design,Order,"Working on a new web app, looking for a talanted and aprochable designer to take part.","UI/UX, Web",2000,NY,(Upper West Side),www.ldc-design-example.com,(616) 225-2488,MITCHELL,MITCHELL@gmail.com
Design,Order,"Working on a new web app, looking for a talanted and aprochable designer to take part.","UI/UX, Web",2000,NY,(Flatiron),www.ldc-design-example.com,(616) 225-2489,ROLAND,ROLAND@gmail.com
Design,Order,"Working on a new web app, looking for a talanted and aprochable designer to take part.","UI/UX, Web",,NY,,www.ldc-design-example.com,(616) 225-2490,ARNOLD,ARNOLD@gmail.com
Design,Order,"Working on a new web app, looking for a talanted and aprochable designer to take part.","UI/UX, Web",400,NY,(Dongan Ave.),www.ldc-design-example.com,(616) 225-2491,HARVEY,HARVEY@gmail.com
Design,Order,"Working on a new web app, looking for a talanted and aprochable designer to take part.","UI/UX, Web",600,NY,(Woodside),www.ldc-design-example.com,(616) 225-2492,JARED,JARED@gmail.com
Design,Order,"Working on a new web app, looking for a talanted and aprochable designer to take part.","UI/UX, Web",900,NY,(Woodhaven),www.ldc-design-example.com,(616) 225-2493,ADRIAN,ADRIAN@gmail.com
Design,Order,"Working on a new web app, looking for a talanted and aprochable designer to take part.","UI/UX, Web",180,NY,(Yonkers/Riverdale),www.ldc-design-example.com,(616) 225-2494,KARL,KARL@gmail.com
Design,Order,"Working on a new web app, looking for a talanted and aprochable designer to take part.","UI/UX, Web",190,NY,"(Rego Park, Forest Hills, rego park)",www.ldc-design-example.com,(616) 225-2495,CORY,CORY@gmail.com
Design,Order,"Working on a new web app, looking for a talanted and aprochable designer to take part.","UI/UX, Web",1100,NY,(Utopia Pkwy),www.ldc-design-example.com,(616) 225-2496,CLAUDE,CLAUDE@gmail.com
Design,Order,"Working on a new web app, looking for a talanted and aprochable designer to take part.","UI/UX, Web",650,NY,(BUSHWICK),www.ldc-design-example.com,(616) 225-2497,ERIK,ERIK@gmail.com
Design,Order,"Working on a new web app, looking for a talanted and aprochable designer to take part.","UI/UX, Web",700,NY,(CROWN HEIGHTS 3/4 TRAIN),www.ldc-design-example.com,(616) 225-2498,DARRYL,DARRYL@gmail.com
Design,Order,"Working on a new web app, looking for a talanted and aprochable designer to take part.","UI/UX, Web",5500,NY,(Katonah),www.ldc-design-example.com,(616) 225-2499,JAMIE,JAMIE@gmail.com
Design,Order,"Working on a new web app, looking for a talanted and aprochable designer to take part.","UI/UX, Web",3550,NY,(Briarcliff Manor),www.ldc-design-example.com,(616) 225-2500,NEIL,NEIL@gmail.com
Design,Order,"Working on a new web app, looking for a talanted and aprochable designer to take part.","UI/UX, Web",625,NY,(Brighton Beach),www.ldc-design-example.com,(616) 225-2501,JESSIE,JESSIE@gmail.com
Design,Order,"Working on a new web app, looking for a talanted and aprochable designer to take part.","UI/UX, Web",950,NY,(105 Franklin Avenue),www.ldc-design-example.com,(616) 225-2502,CHRISTIAN,CHRISTIAN@gmail.com
Design,Order,"Working on a new web app, looking for a talanted and aprochable designer to take part.","UI/UX, Web",1900,NY,(Cypress Hills),www.ldc-design-example.com,(616) 225-2503,JAVIER,JAVIER@gmail.com
Design,Order,"Working on a new web app, looking for a talanted and aprochable designer to take part.","UI/UX, Web",650,NY,(Jersey City - Bergen Lafayette),www.ldc-design-example.com,(616) 225-2504,FERNANDO,FERNANDO@gmail.com
Design,Order,"Working on a new web app, looking for a talanted and aprochable designer to take part.","UI/UX, Web",850,NY,(LAURELTON),www.ldc-design-example.com,(616) 225-2505,CLINTON,CLINTON@gmail.com
Design,Order,"Working on a new web app, looking for a talanted and aprochable designer to take part.","UI/UX, Web",800,NY,(Queens),www.ldc-design-example.com,(616) 225-2506,TED,TED@gmail.com
Design,Order,"Working on a new web app, looking for a talanted and aprochable designer to take part.","UI/UX, Web",2600,NY,(Yonkers),www.ldc-design-example.com,(616) 225-2507,MATHEW,MATHEW@gmail.com
Design,Order,"Working on a new web app, looking for a talanted and aprochable designer to take part.","UI/UX, Web",2000,NY,(Canarsie),www.ldc-design-example.com,(616) 225-2508,TYRONE,TYRONE@gmail.com
Design,Order,"Working on a new web app, looking for a talanted and aprochable designer to take part.","UI/UX, Web",3100,NY,(Annedale),www.ldc-design-example.com,(616) 225-2509,DARREN,DARREN@gmail.com
Design,Order,"Working on a new web app, looking for a talanted and aprochable designer to take part.","UI/UX, Web",3000,NY,"(317 Wilshire Dr, Nutley, NJ)",www.ldc-design-example.com,(616) 225-2489,LONNIE,LONNIE@gmail.com
Design,Order,"Working on a new web app, looking for a talanted and aprochable designer to take part.","UI/UX, Web",3100,NY,(Annedale),www.ldc-design-example.com,(616) 225-2490,LANCE,LANCE@gmail.com
Design,Order,"Working on a new web app, looking for a talanted and aprochable designer to take part.","UI/UX, Web",1800,NY,(Financial District),www.ldc-design-example.com,(616) 225-2491,CODY,CODY@gmail.com
Design,Order,"Working on a new web app, looking for a talanted and aprochable designer to take part.","UI/UX, Web",1800,NY,(Financial District),www.ldc-design-example.com,(616) 225-2492,JULIO,JULIO@gmail.com
Design,Order,"Working on a new web app, looking for a talanted and aprochable designer to take part.","UI/UX, Web",1800,NY,(Financial District),www.ldc-design-example.com,(616) 225-2493,KELLY,KELLY@gmail.com
Design,Order,"Working on a new web app, looking for a talanted and aprochable designer to take part.","UI/UX, Web",1800,NY,(Financial District),www.ldc-design-example.com,(616) 225-2494,KURT,KURT@gmail.com
Design,Order,"Working on a new web app, looking for a talanted and aprochable designer to take part.","UI/UX, Web",1800,NY,(Financial District),www.ldc-design-example.com,(616) 225-2495,ALLAN,ALLAN@gmail.com
Design,Order,"Working on a new web app, looking for a talanted and aprochable designer to take part.","UI/UX, Web",2750,NY,(Middle Village),www.ldc-design-example.com,(616) 225-2496,NELSON,NELSON@gmail.com
Design,Order,"Working on a new web app, looking for a talanted and aprochable designer to take part.","UI/UX, Web",950,NY,(Astoria),www.ldc-design-example.com,(616) 225-2497,GUY,GUY@gmail.com
Design,Order,"Working on a new web app, looking for a talanted and aprochable designer to take part.","UI/UX, Web",2300,NY,(New Springville),www.ldc-design-example.com,(616) 225-2498,CLAYTON,CLAYTON@gmail.com
Design,Order,"Working on a new web app, looking for a talanted and aprochable designer to take part.","UI/UX, Web",1600,NY,(Danbury),www.ldc-design-example.com,(616) 225-2499,HUGH,HUGH@gmail.com
Design,Order,"Working on a new web app, looking for a talanted and aprochable designer to take part.","UI/UX, Web",1150,NY,(Danbury),www.ldc-design-example.com,(616) 225-2500,MAX,MAX@gmail.com
Design,Order,"Working on a new web app, looking for a talanted and aprochable designer to take part.","UI/UX, Web",1300,NY,(East Village),www.ldc-design-example.com,(616) 225-2501,DWAYNE,DWAYNE@gmail.com
Design,Order,"Working on a new web app, looking for a talanted and aprochable designer to take part.","UI/UX, Web",1700,NY,(First Ave),www.ldc-design-example.com,(616) 225-2502,DWIGHT,DWIGHT@gmail.com
Design,Order,"Working on a new web app, looking for a talanted and aprochable designer to take part.","UI/UX, Web",4600,NY,(Faraway Road),www.ldc-design-example.com,(206) 200-0421,ARMANDO,ARMANDO@gmail.com
Design,Order,"Working on a new web app, looking for a talanted and aprochable designer to take part.","UI/UX, Web",1,NY,"(NEWTOWN, CT)",www.ldc-design-example.com,(206) 200-0422,FELIX,FELIX@gmail.com
Design,Order,"Working on a new web app, looking for a talanted and aprochable designer to take part.","UI/UX, Web",2450,NY,(Midtown),www.ldc-design-example.com,(206) 200-0424,JIMMIE,JIMMIE@gmail.com
Design,Order,"Working on a new web app, looking for a talanted and aprochable designer to take part.","UI/UX, Web",200,NY,(Brighon Beach),www.ldc-design-example.com,(206) 200-0425,EVERETT,EVERETT@gmail.com
Design,Order,"Working on a new web app, looking for a talanted and aprochable designer to take part.","UI/UX, Web",800,NY,(oceanside ny),www.ldc-design-example.com,(206) 200-0439,JORDAN,JORDAN@gmail.com
Design,Order,"Working on a new web app, looking for a talanted and aprochable designer to take part.","UI/UX, Web",1250,NY,(Jamaica L2),www.ldc-design-example.com,(206) 200-0444,IAN,IAN@gmail.com
Design,Order,"Working on a new web app, looking for a talanted and aprochable designer to take part.","UI/UX, Web",810,NY,,www.ldc-design-example.com,(206) 200-0481,WALLACE,WALLACE@gmail.com
Design,Order,"Working on a new web app, looking for a talanted and aprochable designer to take part.","UI/UX, Web",1250,NY,"(Jamaica, NY)",www.ldc-design-example.com,(206) 200-0482,KEN,KEN@gmail.com
Design,Order,"Working on a new web app, looking for a talanted and aprochable designer to take part.","UI/UX, Web",2000,NY,(Farmingville),www.ldc-design-example.com,(206) 200-0485,BOB,BOB@gmail.com
Design,Order,"Working on a new web app, looking for a talanted and aprochable designer to take part.","UI/UX, Web",2450,NY,(Midtown),www.ldc-design-example.com,(206) 200-0491,JAIME,JAIME@gmail.com
Design,Order,"Working on a new web app, looking for a talanted and aprochable designer to take part.","UI/UX, Web",1150,NY,(Stamford),www.ldc-design-example.com,(206) 200-0445,CASEY,CASEY@gmail.com
Design,Order,"Working on a new web app, looking for a talanted and aprochable designer to take part.","UI/UX, Web",650,NY,,www.ldc-design-example.com,(206) 200-0454,ALFREDO,ALFREDO@gmail.com
Design,Order,"Working on a new web app, looking for a talanted and aprochable designer to take part.","UI/UX, Web",,NY,(ozone paek),www.ldc-design-example.com,(206) 200-0459,ALBERTO,ALBERTO@gmail.com
Design,Order,"Working on a new web app, looking for a talanted and aprochable designer to take part.","UI/UX, Web",700,NY,(Stony Brook),www.ldc-design-example.com,(206) 200-0469,DAVE,DAVE@gmail.com
Design,Order,"Working on a new web app, looking for a talanted and aprochable designer to take part.","UI/UX, Web",2500,NY,(Dutchess County),www.ldc-design-example.com,(206) 200-0476,IVAN,IVAN@gmail.com
Design,Order,"Working on a new web app, looking for a talanted and aprochable designer to take part.","UI/UX, Web",1600,NY,"(Parkslope, Brooklyn)",www.ldc-design-example.com,(206) 200-0477,JOHNNIE,JOHNNIE@gmail.com
Design,Order,"Working on a new web app, looking for a talanted and aprochable designer to take part.","UI/UX, Web",10000,NY,(williamsburg),www.ldc-design-example.com,(206) 200-0479,SIDNEY,SIDNEY@gmail.com
Design,Order,"Working on a new web app, looking for a talanted and aprochable designer to take part.","UI/UX, Web",,NY,,www.ldc-design-example.com,(206) 200-0496,BYRON,BYRON@gmail.com
Design,Order,"Working on a new web app, looking for a talanted and aprochable designer to take part.","UI/UX, Web",2500,NY,(Dutchess County),www.ldc-design-example.com,(206) 200-0421,JULIAN,JULIAN@gmail.com
Design,Order,"Working on a new web app, looking for a talanted and aprochable designer to take part.","UI/UX, Web",800,NY,(Astoria),www.ldc-design-example.com,(206) 200-0422,ISAAC,ISAAC@gmail.com
Design,Order,"Working on a new web app, looking for a talanted and aprochable designer to take part.","UI/UX, Web",560,NY,(Fresh meadows 11366),www.ldc-design-example.com,(206) 200-0424,MORRIS,MORRIS@gmail.com
Design,Order,"Working on a new web app, looking for a talanted and aprochable designer to take part.","UI/UX, Web",800,NY,(Canarsie),www.ldc-design-example.com,(206) 200-0425,CLIFTON,CLIFTON@gmail.com
Design,Order,"Working on a new web app, looking for a talanted and aprochable designer to take part.","UI/UX, Web",950,NY,,www.ldc-design-example.com,(206) 200-0439,WILLARD,WILLARD@gmail.com
Design,Order,"Working on a new web app, looking for a talanted and aprochable designer to take part.","UI/UX, Web",800,NY,"(Woodside, Queens)",www.ldc-design-example.com,(206) 200-0444,DARYL,DARYL@gmail.com
Design,Order,"Working on a new web app, looking for a talanted and aprochable designer to take part.","UI/UX, Web",,NY,,www.ldc-design-example.com,(206) 200-0481,ROSS,ROSS@gmail.com
Design,Order,"Working on a new web app, looking for a talanted and aprochable designer to take part.","UI/UX, Web",1295,NY,(Nedley Lane),www.ldc-design-example.com,(206) 200-0482,VIRGIL,VIRGIL@gmail.com
Design,Order,"Working on a new web app, looking for a talanted and aprochable designer to take part.","UI/UX, Web",880,NY,(Rego Park),www.ldc-design-example.com,(206) 200-0421,ANDY,ANDY@gmail.com
Design,Order,"Working on a new web app, looking for a talanted and aprochable designer to take part.","UI/UX, Web",1050,NY,(Westchester),www.ldc-design-example.com,(206) 200-0422,MARSHALL,MARSHALL@gmail.com
Design,Order,"Working on a new web app, looking for a talanted and aprochable designer to take part.","UI/UX, Web",1150,NY,(Bushwick),www.ldc-design-example.com,(206) 200-0424,SALVADOR,SALVADOR@gmail.com
Design,Order,"Working on a new web app, looking for a talanted and aprochable designer to take part.","UI/UX, Web",900,NY,(Jamaica),www.ldc-design-example.com,(206) 200-0425,PERRY,PERRY@gmail.com
Design,Order,"Working on a new web app, looking for a talanted and aprochable designer to take part.","UI/UX, Web",2600,NY,(Kew Garden Hills),www.ldc-design-example.com,(206) 200-0439,KIRK,KIRK@gmail.com
Design,Order,"Working on a new web app, looking for a talanted and aprochable designer to take part.","UI/UX, Web",700,NY,"(Jamaica,NY)",www.ldc-design-example.com,(206) 200-0444,SERGIO,SERGIO@gmail.com
Design,Order,"Working on a new web app, looking for a talanted and aprochable designer to take part.","UI/UX, Web",450,NY,"(Hillside, New Jersey)",www.ldc-design-example.com,(206) 200-0481,MARION,MARION@gmail.com
Design,Order,"Working on a new web app, looking for a talanted and aprochable designer to take part.","UI/UX, Web",1100,NY,"(Queens, NY)",www.ldc-design-example.com,(206) 200-0482,TRACY,TRACY@gmail.com
Design,Order,"Working on a new web app, looking for a talanted and aprochable designer to take part.","UI/UX, Web",1775,NY,"(72-35 112th St, Forest Hills NY #4A)",www.ldc-design-example.com,(206) 200-0485,SETH,SETH@gmail.com
Design,Order,"Working on a new web app, looking for a talanted and aprochable designer to take part.","UI/UX, Web",,NY,(Queens),www.ldc-design-example.com,(206) 200-0491,KENT,KENT@gmail.com
Design,Order,"Working on a new web app, looking for a talanted and aprochable designer to take part.","UI/UX, Web",1775,NY,"(72-35 112th St, Forest Hills NY #4A)",www.ldc-design-example.com,(206) 200-0445,TERRANCE,TERRANCE@gmail.com
Design,Order,"Working on a new web app, looking for a talanted and aprochable designer to take part.","UI/UX, Web",1250,NY,"(Jamaica, NY)",www.ldc-design-example.com,(206) 200-0421,RENE,RENE@gmail.com
Design,Order,"Working on a new web app, looking for a talanted and aprochable designer to take part.","UI/UX, Web",1475,NY,(20 Swan),www.ldc-design-example.com,(206) 200-0422,EDUARDO,EDUARDO@gmail.com
Design,Order,"Working on a new web app, looking for a talanted and aprochable designer to take part.","UI/UX, Web",1250,NY,"(Jamaica, NY)",www.ldc-design-example.com,(206) 200-0424,TERRENCE,TERRENCE@gmail.com
Design,Order,"Working on a new web app, looking for a talanted and aprochable designer to take part.","UI/UX, Web",2900,NY,,www.ldc-design-example.com,(206) 200-0425,ENRIQUE,ENRIQUE@gmail.com
Design,Order,"Working on a new web app, looking for a talanted and aprochable designer to take part.","UI/UX, Web",1750,NY,(Upper Manhattan),www.ldc-design-example.com,(206) 200-0439,FREDDIE,FREDDIE@gmail.com
Design,Order,"Working on a new web app, looking for a talanted and aprochable designer to take part.","UI/UX, Web",750,NY,(St. George),www.ldc-design-example.com,(206) 200-0444,WADE,WADE@gmail.com
Design,Order,"Working on a new web app, looking for a talanted and aprochable designer to take part.","UI/UX, Web",1100,NY,,www.ldc-design-example.com,(206) 200-0481,Drake,Drake@gmail.com
Design,Order,"Working on a new web app, looking for a talanted and aprochable designer to take part.","UI/UX, Web",500,NY,(Yonkers),www.ldc-design-example.com,(206) 200-0482,Gerardo,Gerardo@gmail.com
Design,Order,"Working on a new web app, looking for a talanted and aprochable designer to take part.","UI/UX, Web",1600,NY,"(New York, NY)",www.ldc-design-example.com,(206) 200-0485,Jayson,Jayson@gmail.com
Design,Order,"Working on a new web app, looking for a talanted and aprochable designer to take part.","UI/UX, Web",1600,NY,"(New York, NY)",www.ldc-design-example.com,(206) 200-0091,Sage,Sage@gmail.com
Design,Order,"Working on a new web app, looking for a talanted and aprochable designer to take part.","UI/UX, Web",1600,NY,"(New York, NY)",www.ldc-design-example.com,(206) 200-0092,Braylon,Braylon@gmail.com
Design,Order,"Working on a new web app, looking for a talanted and aprochable designer to take part.","UI/UX, Web",1600,NY,"(New York, NY)",www.ldc-design-example.com,(206) 200-0095,Benson,Benson@gmail.com
Design,Order,"Working on a new web app, looking for a talanted and aprochable designer to take part.","UI/UX, Web",950,NY,(Bronx),www.ldc-design-example.com,(206) 200-0401,Moses,Moses@gmail.com
Design,Order,"Working on a new web app, looking for a talanted and aprochable designer to take part.","UI/UX, Web",850,NY,(Stamford CT),www.ldc-design-example.com,(206) 200-0402,Alijah,Alijah@gmail.com
Design,Order,"Working on a new web app, looking for a talanted and aprochable designer to take part.","UI/UX, Web",500,NY,"(BRIDGEPORT, CT)",www.ldc-design-example.com,(206) 200-0403,Rhys,Rhys@gmail.com
Design,Order,"Working on a new web app, looking for a talanted and aprochable designer to take part.","UI/UX, Web",1250,NY,"(Jamaica, NY)",www.ldc-design-example.com,(206) 200-0405,Otto,Otto@gmail.com
Design,Order,"Working on a new web app, looking for a talanted and aprochable designer to take part.","UI/UX, Web",1250,NY,"(Jamaica, NY)",www.ldc-design-example.com,(206) 200-0408,Oakley,Oakley@gmail.com
Design,Order,"Working on a new web app, looking for a talanted and aprochable designer to take part.","UI/UX, Web",1300,NY,(Norwalk),www.ldc-design-example.com,(206) 200-0413,Armando,Armando@gmail.com
Design,Order,"Working on a new web app, looking for a talanted and aprochable designer to take part.","UI/UX, Web",550,NY,"(east new york, brooklyn)",www.ldc-design-example.com,(206) 200-0415,Jaime,Jaime@gmail.com
Design,Order,"Working on a new web app, looking for a talanted and aprochable designer to take part.","UI/UX, Web",800,NY,(Tarrytown/Sleepy Hollow),www.ldc-design-example.com,(206) 200-0091,Nixon,Nixon@gmail.com
Design,Order,"Working on a new web app, looking for a talanted and aprochable designer to take part.","UI/UX, Web",750,NY,"(426 5TH AVENUE, NEW ROCHELLE)",www.ldc-design-example.com,(206) 200-0092,Saul,Saul@gmail.com
Design,Order,"Working on a new web app, looking for a talanted and aprochable designer to take part.","UI/UX, Web",700,NY,"(426 5TH AVENUE, NEW ROCHELLE)",www.ldc-design-example.com,(206) 200-0095,Scott,Scott@gmail.com
Design,Order,"Working on a new web app, looking for a talanted and aprochable designer to take part.","UI/UX, Web",235,NY,(Bedford),www.ldc-design-example.com,(206) 200-0401,Brycen,Brycen@gmail.com
Design,Order,"Working on a new web app, looking for a talanted and aprochable designer to take part.","UI/UX, Web",2200,NY,(Stamford),www.ldc-design-example.com,(206) 200-0402,Ariel,Ariel@gmail.com
Design,Order,"Working on a new web app, looking for a talanted and aprochable designer to take part.","UI/UX, Web",1250,NY,(Jamaica L2),www.ldc-design-example.com,(206) 200-0403,Enrique,Enrique@gmail.com
Design,Order,"Working on a new web app, looking for a talanted and aprochable designer to take part.","UI/UX, Web",1250,NY,"(Jamaica, NY)",www.ldc-design-example.com,(206) 200-0405,Donald,Donald@gmail.com
Design,Order,"Working on a new web app, looking for a talanted and aprochable designer to take part.","UI/UX, Web",750,NY,(E Flatbush),www.ldc-design-example.com,(206) 200-0408,Chandler,Chandler@gmail.com
Design,Order,"Working on a new web app, looking for a talanted and aprochable designer to take part.","UI/UX, Web",950,NY,(West Brighton),www.ldc-design-example.com,(206) 200-0413,Asa,Asa@gmail.com
Design,Order,"Working on a new web app, looking for a talanted and aprochable designer to take part.","UI/UX, Web",2500,NY,(Deer Park),www.ldc-design-example.com,(206) 200-0415,Eden,Eden@gmail.com
Design,Order,"Working on a new web app, looking for a talanted and aprochable designer to take part.","UI/UX, Web",560,NY,(Flatlands Ave),www.ldc-design-example.com,(206) 200-0091,Davis,Davis@gmail.com
Design,Order,"Working on a new web app, looking for a talanted and aprochable designer to take part.","UI/UX, Web",1950,NY,(50Th ave 67th st),www.ldc-design-example.com,(206) 200-0092,Keith,Keith@gmail.com
Design,Order,"Working on a new web app, looking for a talanted and aprochable designer to take part.","UI/UX, Web",2800,NY,(Queens),www.ldc-design-example.com,(206) 200-0095,Frederick,Frederick@gmail.com
Design,Order,"Working on a new web app, looking for a talanted and aprochable designer to take part.","UI/UX, Web",4000,NY,,www.ldc-design-example.com,(206) 200-0401,Rowen,Rowen@gmail.com
Design,Order,"Working on a new web app, looking for a talanted and aprochable designer to take part.","UI/UX, Web",,NY,(Bronx/Westchester),www.ldc-design-example.com,(206) 200-0402,Lawrence,Lawrence@gmail.com
Design,Order,"Working on a new web app, looking for a talanted and aprochable designer to take part.","UI/UX, Web",2600,NY,(staten island),www.ldc-design-example.com,(206) 200-0403,Leonidas,Leonidas@gmail.com
Design,Order,"Working on a new web app, looking for a talanted and aprochable designer to take part.","UI/UX, Web",,NY,(Milwaukee WI),www.ldc-design-example.com,(206) 200-0405,Aden,Aden@gmail.com
Design,Order,"Working on a new web app, looking for a talanted and aprochable designer to take part.","UI/UX, Web",,NY,(Queens),www.ldc-design-example.com,(206) 200-0408,Julio,Julio@gmail.com
Design,Order,"Working on a new web app, looking for a talanted and aprochable designer to take part.","UI/UX, Web",950,NY,(jamaica),www.ldc-design-example.com,(206) 200-0413,Darius,Darius@gmail.com
Design,Order,"Working on a new web app, looking for a talanted and aprochable designer to take part.","UI/UX, Web",1250,NY,(Jamaica L2),www.ldc-design-example.com,(206) 200-0415,Johan,Johan@gmail.com
Design,Order,"Working on a new web app, looking for a talanted and aprochable designer to take part.","UI/UX, Web",,NY,(Brentwood),www.ldc-design-example.com,(206) 200-0091,Deacon,Deacon@gmail.com
Design,Order,"Working on a new web app, looking for a talanted and aprochable designer to take part.","UI/UX, Web",1500,NY,"(Millwood, NY)",www.ldc-design-example.com,(206) 200-0092,Cason,Cason@gmail.com
Design,Order,"Working on a new web app, looking for a talanted and aprochable designer to take part.","UI/UX, Web",950,NY,(Knickerbocker & Cornelia),www.ldc-design-example.com,(206) 200-0095,Danny,Danny@gmail.com
Design,Order,"Working on a new web app, looking for a talanted and aprochable designer to take part.","UI/UX, Web",450,NY,,www.ldc-design-example.com,(206) 200-0401,Nikolai,Nikolai@gmail.com
Design,Order,"Working on a new web app, looking for a talanted and aprochable designer to take part.","UI/UX, Web",15000,NY,(Harlem / Morningside),www.ldc-design-example.com,(206) 200-0402,Taylor,Taylor@gmail.com
Design,Order,"Working on a new web app, looking for a talanted and aprochable designer to take part.","UI/UX, Web",15500,NY,(Harlem / Morningside),www.ldc-design-example.com,(206) 200-0403,Alec,Alec@gmail.com
Design,Order,"Working on a new web app, looking for a talanted and aprochable designer to take part.","UI/UX, Web",1250,NY,"(Jamaica, NY)",www.ldc-design-example.com,(206) 200-0405,Royal,Royal@gmail.com
Design,Order,"Working on a new web app, looking for a talanted and aprochable designer to take part.","UI/UX, Web",,NY,(brooklyn/queens),www.ldc-design-example.com,(206) 200-0408,Armani,Armani@gmail.com
Design,Order,"Working on a new web app, looking for a talanted and aprochable designer to take part.","UI/UX, Web",2000,NY,(Catskill Mountains),www.ldc-design-example.com,(206) 200-0413,Kieran,Kieran@gmail.com
Design,Order,"Working on a new web app, looking for a talanted and aprochable designer to take part.","UI/UX, Web",1549,NY,(East Harlem),www.ldc-design-example.com,(206) 200-0415,Luciano,Luciano@gmail.com
Design,Order,"Working on a new web app, looking for a talanted and aprochable designer to take part.","UI/UX, Web",1000,NY,(White Plains),www.ldc-design-example.com,(206) 200-0091,Omari,Omari@gmail.com
Design,Order,"Working on a new web app, looking for a talanted and aprochable designer to take part.","UI/UX, Web",600,NY,(Stony brook),www.ldc-design-example.com,(206) 200-0092,Rodrigo,Rodrigo@gmail.com
Design,Order,"Working on a new web app, looking for a talanted and aprochable designer to take part.","UI/UX, Web",,NY,,www.ldc-design-example.com,(206) 200-0095,Arjun,Arjun@gmail.com
Design,Order,"Working on a new web app, looking for a talanted and aprochable designer to take part.","UI/UX, Web",790,NY,(College Avenue),www.ldc-design-example.com,(206) 200-0401,Ahmed,Ahmed@gmail.com
Design,Order,"Working on a new web app, looking for a talanted and aprochable designer to take part.","UI/UX, Web",595,NY,(College Avenue),www.ldc-design-example.com,(206) 200-0402,Brendan,Brendan@gmail.com
Design,Order,"Working on a new web app, looking for a talanted and aprochable designer to take part.","UI/UX, Web",800,NY,(Astoria),www.ldc-design-example.com,(206) 200-0403,Cullen,Cullen@gmail.com
Design,Order,"Working on a new web app, looking for a talanted and aprochable designer to take part.","UI/UX, Web",770,NY,,www.ldc-design-example.com,(206) 200-0405,Raul,Raul@gmail.com
Design,Order,"Working on a new web app, looking for a talanted and aprochable designer to take part.","UI/UX, Web",,NY,"(Fairfield, CT)",www.ldc-design-example.com,(206) 200-0408,Raphael,Raphael@gmail.com
Design,Order,"Working on a new web app, looking for a talanted and aprochable designer to take part.","UI/UX, Web",,NY,,www.ldc-design-example.com,(206) 200-0413,Ronin,Ronin@gmail.com
Design,Order,"Working on a new web app, looking for a talanted and aprochable designer to take part.","UI/UX, Web",1450,NY,(New York),www.ldc-design-example.com,(206) 200-0415,Brock,Brock@gmail.com
